Working Since (Date),Gender,Work Type,Pay Grade,Current Resources,Mental Fatigue Score,Burn Rate,Employee Position
2019-03-17,Male,Unorganised,2,1,8.3,0.18,Maintenance Staff
2024-04-08,Female,Unorganised,2,5,6.1,0.36,Laundry Attendant
2018-08-27,Male,Unorganised,4,1,5.5,0.16,Security Guard
2020-03-11,Male,Organised,0,8,5.5,0.16,Security Guard
2020-06-06,Female,Organised,3,3,7.7,0.4,Janitor
2021-04-28,Male,Organised,2,8,6.9,0.2,Housekeeper
2024-07-10,Male,Unorganised,4,1,9.1,0.39,Laundry Attendant
2019-05-23,Female,Unorganised,4,4,7.6,0.18,Kitchen Helper
2023-07-14,Female,Unorganised,1,6,6.6,0.11,Maintenance Staff
2021-03-23,Female,Unorganised,3,10,5.6,0.41,Cook
2023-04-12,Female,Organised,0,4,3,0.36,Janitor
2024-10-13,Female,Organised,1,4,5.5,0.38,Housekeeper
2018-06-17,Female,Organised,2,4,7.9,0.47,Janitor
2021-05-30,Male,Organised,2,2,0.8,0.33,Laundry Attendant
2019-10-19,Female,Organised,0,5,7.6,0.67,Cleaner
2023-11-16,Male,Unorganised,1,10,5.3,0.36,Kitchen Helper
2024-05-20,Male,Unorganised,1,4,2,0.36,Housekeeping Manager
2024-09-24,Male,Unorganised,3,1,6,0.18,Housekeeping Manager
2022-04-27,Female,Organised,3,5,6.3,0.36,Laundry Attendant
2018-03-16,Male,Unorganised,4,1,3.6,0.61,Janitor
2019-10-14,Female,Organised,0,8,8,0.85,Janitor
2024-11-20,Male,Unorganised,2,1,5.6,0.8,Cleaner
2024-04-15,Male,Unorganised,1,9,7.5,0.38,Maintenance Staff
2019-01-25,Male,Organised,4,10,2.6,0.05,Laundry Attendant
2022-04-05,Female,Organised,3,8,6.7,0.39,Janitor
2020-10-10,Female,Unorganised,0,1,0,0.62,Janitor
2023-03-30,Female,Organised,0,9,2.6,0.5,Security Guard
2020-12-22,Male,Organised,4,2,2,0.41,Janitor
2018-08-02,Male,Unorganised,1,3,8.7,0.47,Housekeeping Manager
2024-07-16,Male,Organised,0,6,2,0.33,Housekeeping Manager
2023-01-29,Male,Organised,3,6,3.1,0.04,Janitor
2018-06-06,Male,Unorganised,3,7,6.5,0.15,Security Guard
2023-04-18,Male,Organised,0,6,4.1,0.26,Cleaner
2018-05-27,Male,Organised,2,7,4.4,0.8,Cleaner
2019-12-16,Female,Unorganised,3,10,5.3,0.12,Security Guard
2023-10-20,Male,Organised,4,3,4.7,0.94,Janitor
2020-05-25,Male,Organised,2,8,0.8,0.31,Maintenance Staff
2019-02-11,Male,Organised,2,1,3.1,0.37,Cleaner
2024-12-13,Male,Unorganised,4,1,1.8,0.52,Cleaner
2018-09-10,Male,Organised,4,6,5,0.18,Cleaner
2019-02-12,Female,Unorganised,2,6,3.6,0.35,Laundry Attendant
2018-12-07,Male,Unorganised,2,10,8.2,0.28,Maintenance Staff
2024-11-27,Female,Organised,1,10,4.1,0.57,Housekeeper
2018-11-15,Female,Organised,3,3,9.2,0.94,Kitchen Helper
2024-10-02,Female,Organised,2,3,6.7,0.5,Kitchen Helper
2023-04-24,Male,Organised,2,4,6.6,0.29,Janitor
2024-01-16,Male,Organised,2,8,6.4,0.45,Housekeeping Manager
2023-01-15,Male,Organised,0,1,10,0.59,Housekeeping Manager
2018-08-16,Female,Unorganised,0,7,7.3,0.37,Kitchen Helper
2024-02-02,Female,Unorganised,1,3,4.4,0.67,Cleaner
2022-03-17,Male,Organised,4,6,1.8,0.05,Housekeeper
2023-11-30,Male,Unorganised,1,1,3.9,0.11,Kitchen Helper
2023-01-10,Female,Organised,4,2,5.8,0.81,Janitor
2018-11-26,Male,Unorganised,0,4,10,0.85,Janitor
2023-07-23,Female,Unorganised,3,8,4.1,0.12,Janitor
2022-08-02,Female,Unorganised,0,6,3.9,0.52,Laundry Attendant
2022-09-29,Female,Organised,3,3,6.4,0.32,Laundry Attendant
2019-07-26,Female,Organised,1,8,3.8,0.48,Cleaner
2018-12-22,Male,Unorganised,0,3,8.7,0.39,Housekeeper
2024-01-23,Female,Unorganised,2,3,7.6,0.18,Cleaner
2021-09-29,Male,Unorganised,0,8,3.9,0.15,Housekeeper
2020-09-23,Female,Unorganised,4,2,10,0.32,Kitchen Helper
2023-12-21,Male,Organised,3,3,3.8,0.94,Maintenance Staff
2018-08-30,Male,Unorganised,1,5,5.4,0.85,Janitor
2024-05-29,Female,Unorganised,2,8,8.3,0.67,Janitor
2018-01-11,Female,Organised,2,2,6.3,0.37,Housekeeping Manager
2024-05-04,Female,Unorganised,4,6,4.7,0.71,Janitor
2024-09-18,Female,Organised,0,2,6.8,0.49,Security Guard
2021-02-05,Female,Organised,0,4,4.3,0.44,Cook
2020-02-03,Male,Unorganised,0,10,3.1,0.2,Janitor
2021-09-12,Female,Organised,1,2,4.3,0.62,Security Guard
2022-03-03,Female,Organised,0,3,7.5,0.63,Security Guard
2023-05-03,Female,Unorganised,2,2,4.7,0.81,Janitor
2021-11-18,Male,Unorganised,0,7,7.6,0.8,Housekeeper
2022-05-02,Male,Unorganised,0,2,6.6,0.29,Maintenance Staff
2022-10-27,Female,Organised,4,6,7.4,0.61,Cleaner
2019-01-14,Female,Organised,3,3,5,0.34,Housekeeping Manager
2022-05-20,Female,Organised,4,7,7.5,0.05,Laundry Attendant
2018-01-08,Female,Unorganised,1,1,4.7,0.41,Housekeeper
2022-10-17,Female,Organised,2,4,6.6,0.81,Maintenance Staff
2022-02-04,Male,Organised,2,3,0,0.44,Security Guard
2021-11-05,Male,Organised,1,5,0.8,0.32,Janitor
2019-09-02,Male,Unorganised,0,4,5.7,0.62,Cleaner
2021-08-17,Male,Unorganised,0,1,8.7,0.52,Maintenance Staff
2019-02-17,Male,Unorganised,1,3,7.5,0.18,Cook
2022-09-08,Male,Unorganised,0,10,4.3,0.94,Janitor
2022-02-06,Male,Organised,3,5,4.7,0.6,Janitor
2024-02-04,Male,Unorganised,4,8,7.4,0.59,Security Guard
2019-08-13,Male,Unorganised,3,9,5.1,0.19,Housekeeper
2022-05-09,Male,Organised,3,4,3.1,0.47,Laundry Attendant
2018-03-22,Female,Unorganised,4,3,6.1,0.55,Housekeeper
2021-10-03,Male,Organised,3,2,4.4,0.46,Security Guard
2024-12-14,Male,Unorganised,4,4,5.5,0.18,Cleaner
2018-08-10,Female,Organised,1,4,2.9,0.94,Janitor
2022-11-27,Male,Organised,1,4,6.7,0.71,Housekeeper
2022-02-02,Male,Unorganised,1,3,4.4,0.46,Maintenance Staff
2018-02-15,Male,Organised,2,5,10,0.19,Cleaner
2018-04-15,Male,Organised,0,6,4.9,0.32,Security Guard
2021-10-30,Male,Unorganised,4,2,6.9,0.94,Janitor
2021-06-25,Male,Organised,4,5,7.4,0.85,Cook
2020-06-03,Male,Unorganised,3,10,4.9,0.44,Housekeeping Manager
2023-09-27,Male,Unorganised,4,10,2.6,0.81,Security Guard
2021-09-07,Male,Organised,2,9,8.3,0.19,Security Guard
2019-01-01,Female,Unorganised,2,9,3.9,0.29,Cook
2022-03-31,Female,Unorganised,2,7,5.6,0.59,Housekeeper
2020-10-22,Male,Unorganised,3,1,3.9,0.53,Laundry Attendant
2019-06-04,Female,Unorganised,1,5,8.3,0.56,Housekeeper
2023-09-11,Female,Organised,3,1,7,0.27,Laundry Attendant
2019-12-02,Male,Unorganised,4,9,6.8,0.67,Housekeeper
2018-08-21,Female,Unorganised,4,3,4,0.63,Laundry Attendant
2020-02-10,Female,Unorganised,3,8,5.5,0.41,Kitchen Helper
2018-06-28,Female,Organised,1,10,6.9,0.18,Kitchen Helper
2021-07-09,Male,Unorganised,1,3,8,0.94,Maintenance Staff
2022-01-11,Female,Organised,3,7,8,0.27,Cleaner
2020-06-09,Male,Organised,0,8,3,0.12,Housekeeping Manager
2024-01-17,Male,Organised,0,9,5.9,0.41,Housekeeping Manager
2024-06-13,Female,Organised,4,5,8,0.59,Housekeeper
2019-11-13,Female,Organised,4,6,6.6,0.65,Security Guard
2021-02-10,Female,Unorganised,3,1,8.2,0.61,Laundry Attendant
2024-01-29,Female,Unorganised,3,9,7,0.45,Kitchen Helper
2019-04-15,Male,Unorganised,1,9,5.5,0.35,Housekeeper
2021-04-12,Male,Unorganised,3,8,7.9,0.4,Cook
2018-10-22,Male,Organised,1,3,6.9,0.72,Cook
2019-06-01,Male,Unorganised,0,7,5.9,0.67,Cleaner
2021-10-05,Female,Organised,2,10,7.7,0.51,Janitor
2020-02-22,Female,Unorganised,3,4,9.1,0.55,Cook
2024-08-07,Female,Unorganised,2,3,1.8,0.29,Cook
2022-11-04,Female,Unorganised,1,10,7.6,0.2,Maintenance Staff
2021-11-21,Male,Organised,3,3,3.1,0.04,Cleaner
2020-06-29,Male,Unorganised,1,6,6.1,0.34,Laundry Attendant
2021-06-14,Male,Organised,4,6,6.3,0.94,Housekeeping Manager
2018-01-18,Female,Unorganised,0,9,5.7,0.49,Cleaner
2024-04-25,Male,Organised,1,8,8,0.27,Security Guard
2024-02-18,Female,Unorganised,0,10,6.8,0.7,Security Guard
2023-12-29,Female,Organised,1,3,7.3,0.72,Cook
2018-12-13,Male,Unorganised,1,9,6.6,0.85,Janitor
2022-04-03,Female,Unorganised,0,8,0.8,0.8,Housekeeper
2019-11-05,Male,Unorganised,0,5,7.9,0.7,Cleaner
2019-12-22,Female,Organised,3,8,4,0.34,Maintenance Staff
2020-06-05,Male,Unorganised,0,10,4.1,0.53,Cook
2020-04-14,Female,Organised,0,4,7.7,0.48,Cook
2018-10-22,Male,Unorganised,0,6,6.2,0,Housekeeper
2020-02-19,Female,Unorganised,1,10,0,0.4,Janitor
2021-04-01,Male,Unorganised,0,1,6.1,0.61,Maintenance Staff
2021-02-07,Male,Unorganised,0,7,3.1,0.27,Cook
2021-08-02,Male,Unorganised,3,10,6.6,0.57,Cook
2019-09-21,Male,Unorganised,4,9,5.5,0.55,Cook
2021-01-11,Male,Organised,2,5,5.1,0.35,Cook
2021-11-23,Female,Unorganised,3,2,8.2,0.33,Laundry Attendant
2019-03-12,Male,Organised,4,4,4,0,Cleaner
2023-04-27,Female,Organised,0,10,7.9,0.63,Maintenance Staff
2020-09-29,Male,Organised,3,9,4.4,0.12,Security Guard
2024-09-19,Male,Organised,3,9,4.3,0.41,Laundry Attendant
2019-02-07,Male,Organised,0,10,6.8,0.46,Laundry Attendant
2018-08-27,Male,Unorganised,2,8,6.5,0.52,Housekeeper
2024-05-19,Female,Unorganised,0,7,0,0.59,Laundry Attendant
2021-12-14,Male,Unorganised,3,5,8.7,0.41,Maintenance Staff
2024-05-18,Male,Unorganised,0,1,3.9,0.4,Cleaner
2022-02-19,Female,Unorganised,4,8,6.9,0.39,Housekeeper
2024-04-06,Male,Unorganised,0,2,9.1,0.42,Maintenance Staff
2018-04-30,Female,Organised,3,9,6.2,0.34,Housekeeping Manager
2023-07-20,Female,Organised,2,6,9.2,0.71,Kitchen Helper
2022-09-06,Female,Organised,3,8,2.6,0.44,Janitor
2024-05-12,Female,Organised,2,3,7.9,0.65,Security Guard
2019-10-18,Male,Organised,3,6,6.9,0.76,Janitor
2023-11-02,Male,Unorganised,4,5,3.8,0.6,Kitchen Helper
2020-05-05,Male,Unorganised,0,10,5.5,0.46,Housekeeper
2023-09-13,Female,Organised,3,3,5.4,0.49,Cook
2021-09-07,Female,Organised,4,8,7.5,0.76,Maintenance Staff
2022-10-06,Female,Unorganised,2,8,2.6,0.79,Maintenance Staff
2020-03-05,Female,Organised,4,1,5.1,0.59,Laundry Attendant
2019-09-17,Female,Organised,0,1,8.2,0.42,Janitor
2019-11-13,Female,Unorganised,3,7,0,0.59,Housekeeper
2022-07-02,Male,Organised,3,4,7.3,0.29,Maintenance Staff
2023-06-22,Female,Unorganised,2,5,4,0.76,Cleaner
2019-09-08,Male,Unorganised,2,5,5.1,0.38,Housekeeping Manager
2019-12-18,Female,Unorganised,4,5,4.7,0.11,Housekeeper
2018-01-27,Female,Unorganised,0,3,7.4,0.34,Laundry Attendant
2020-06-09,Male,Unorganised,0,5,7.7,0.4,Cook
2019-06-11,Male,Unorganised,3,10,4.9,0.6,Janitor
2023-06-17,Female,Unorganised,4,1,8.2,0.12,Maintenance Staff
2018-11-10,Female,Organised,4,9,8.2,0.8,Kitchen Helper
2024-05-25,Male,Unorganised,4,6,7,0.49,Housekeeping Manager
2022-09-19,Male,Unorganised,1,5,6.1,0.72,Maintenance Staff
2024-03-10,Male,Unorganised,2,9,7.3,0.61,Janitor
2022-12-11,Female,Unorganised,3,9,7.6,0.28,Security Guard
2018-10-19,Female,Organised,4,9,6.5,0.62,Cook
2023-07-30,Male,Organised,2,5,5.8,0.48,Security Guard
2018-11-04,Male,Organised,0,8,6,0.36,Housekeeper
2020-02-16,Female,Unorganised,2,4,4,0.27,Kitchen Helper
2018-05-03,Female,Organised,1,1,6.1,0.32,Janitor
2022-07-27,Female,Unorganised,3,3,7.3,0.27,Laundry Attendant
2018-09-12,Male,Unorganised,0,7,4.3,0.34,Security Guard
2021-05-16,Male,Unorganised,3,5,5.5,0.41,Cook
2022-12-26,Female,Organised,4,2,8.3,0.16,Kitchen Helper
2023-06-09,Male,Unorganised,3,1,6,0.5,Housekeeping Manager
2018-06-07,Female,Unorganised,2,10,0,0.91,Kitchen Helper
2019-10-25,Female,Organised,1,8,5.5,0.44,Laundry Attendant
2018-06-07,Male,Organised,2,10,3.9,0.11,Janitor
2021-06-13,Female,Organised,4,6,6,0.72,Cook
2019-06-08,Female,Organised,2,7,7.5,0.15,Cleaner
2018-07-23,Male,Organised,1,2,5.3,0.48,Maintenance Staff
2019-07-05,Female,Unorganised,3,3,9.2,0.91,Janitor
2024-07-14,Female,Unorganised,4,10,3,0.16,Maintenance Staff
2021-12-20,Female,Unorganised,1,3,7.6,0.81,Housekeeper
2020-04-19,Female,Unorganised,3,3,4.9,0.12,Housekeeping Manager
2022-06-26,Male,Organised,2,9,6.7,0.33,Housekeeper
2018-08-10,Male,Organised,3,2,8,0.79,Laundry Attendant
2018-09-27,Male,Organised,2,1,3.6,0.33,Cook
2018-06-27,Female,Unorganised,0,5,3.1,0.16,Kitchen Helper
2018-08-28,Male,Unorganised,3,5,4.3,0.27,Cleaner
2022-03-22,Female,Organised,0,1,8,0.55,Cook
2019-02-07,Male,Unorganised,3,9,4.3,0.63,Maintenance Staff
2021-06-19,Female,Unorganised,0,7,8.7,0.26,Housekeeping Manager
2020-06-28,Male,Unorganised,3,7,3.6,0.71,Cleaner
2024-05-08,Male,Organised,4,5,4.1,0.57,Maintenance Staff
2021-11-18,Female,Unorganised,2,7,0.8,0.28,Kitchen Helper
2023-09-02,Male,Unorganised,0,10,2.6,0.39,Maintenance Staff
2018-01-10,Female,Organised,4,2,8.2,0.4,Janitor
2019-08-27,Male,Unorganised,4,10,6.9,0.8,Cook
2024-12-22,Male,Organised,4,8,1.8,0.49,Kitchen Helper
2024-03-26,Female,Unorganised,2,7,6.7,0.33,Janitor
2024-05-22,Female,Organised,3,7,5.3,0.7,Kitchen Helper
2024-05-15,Male,Organised,3,8,8.7,0.33,Cleaner
2019-01-10,Female,Unorganised,2,10,3.8,0.49,Housekeeping Manager
2021-05-18,Male,Unorganised,0,7,4.7,0.61,Cleaner
2020-07-19,Female,Unorganised,4,6,5.3,0.79,Janitor
2021-11-16,Female,Organised,1,4,7,0.91,Cook
2019-04-21,Male,Organised,2,5,9.2,0.16,Kitchen Helper
2021-09-04,Female,Organised,2,9,5.4,0.28,Laundry Attendant
2018-08-13,Female,Organised,2,10,5.5,0.19,Housekeeper
2020-05-02,Female,Organised,4,8,6.2,0.52,Kitchen Helper
2018-06-12,Male,Organised,0,9,0,0.31,Cleaner
2023-05-11,Female,Organised,0,2,2.9,0.81,Cleaner
2023-02-16,Female,Organised,2,5,6.8,0,Cook
2020-10-06,Female,Unorganised,0,1,6.2,0.43,Cleaner
2018-04-29,Male,Unorganised,1,2,5.1,0.67,Laundry Attendant
2023-05-03,Female,Unorganised,2,3,5.8,0.61,Janitor
2020-09-06,Male,Unorganised,3,6,3.6,0.67,Housekeeper
2018-07-20,Female,Unorganised,2,5,0,0.81,Janitor
2020-03-13,Male,Unorganised,3,1,8,0.36,Housekeeping Manager
2021-12-06,Female,Unorganised,2,4,6.9,0.61,Security Guard
2020-09-03,Female,Organised,1,4,8.3,0.29,Kitchen Helper
2023-06-19,Male,Unorganised,4,7,0.8,0.6,Kitchen Helper
2018-11-13,Female,Organised,0,9,5.3,0.53,Housekeeping Manager
2019-09-22,Male,Unorganised,0,3,0,0.45,Janitor
2023-02-24,Female,Organised,2,7,6.1,0.12,Security Guard
2023-03-07,Male,Organised,3,8,3.9,0.44,Housekeeper
2023-11-01,Male,Organised,2,1,2.6,0.59,Janitor
2023-03-12,Male,Unorganised,0,2,8.2,0.34,Housekeeping Manager
2021-08-06,Female,Unorganised,2,6,7.9,0.27,Housekeeper
2018-05-23,Male,Unorganised,3,7,0.8,0.18,Security Guard
2018-05-26,Female,Organised,1,5,1.8,0.71,Housekeeping Manager
2018-10-12,Female,Unorganised,0,5,7.9,0.49,Kitchen Helper
2019-09-04,Female,Unorganised,2,7,7.4,0.28,Maintenance Staff
2022-04-25,Male,Organised,4,6,0,0.56,Housekeeping Manager
2021-09-13,Female,Unorganised,2,9,5.1,0.72,Maintenance Staff
2018-05-27,Male,Organised,3,3,6.8,0.41,Cleaner
2019-02-06,Female,Organised,2,9,5.5,0.36,Janitor
2020-03-10,Female,Unorganised,0,10,6.2,0.34,Maintenance Staff
2021-08-05,Male,Organised,2,2,10,0.5,Maintenance Staff
2020-12-14,Female,Unorganised,1,9,4.1,0.47,Kitchen Helper
2022-11-19,Female,Organised,0,9,5.6,0.6,Housekeeping Manager
2023-04-13,Female,Organised,4,3,5.8,0.91,Laundry Attendant
2019-05-26,Female,Organised,4,1,4.3,0.18,Cook
2023-11-25,Female,Unorganised,0,10,6.7,0.5,Laundry Attendant
2024-05-25,Male,Organised,0,1,2.9,0.35,Janitor
2021-07-12,Male,Organised,1,7,6.6,0.41,Maintenance Staff
2024-03-02,Female,Unorganised,0,4,6.7,0.68,Cleaner
2023-12-22,Female,Unorganised,0,10,5.5,0.26,Kitchen Helper
2024-05-02,Male,Organised,4,8,6.3,0.11,Kitchen Helper
2022-07-03,Female,Unorganised,3,5,8,0.46,Janitor
2024-06-09,Female,Organised,4,5,8.2,0.56,Cleaner
2019-03-30,Male,Organised,0,2,6.3,0.94,Housekeeping Manager
2019-01-05,Female,Organised,1,7,6.1,0.55,Kitchen Helper
2022-01-01,Female,Organised,3,10,8.3,0.59,Housekeeping Manager
2024-11-13,Male,Organised,2,9,4.3,0.61,Kitchen Helper
2024-06-27,Female,Organised,2,4,6.4,0.28,Cook
2020-01-04,Male,Unorganised,2,4,0,0.5,Kitchen Helper
2021-10-19,Female,Unorganised,0,10,6.9,0.18,Maintenance Staff
2022-10-17,Female,Unorganised,1,10,6.1,0.22,Security Guard
2024-07-07,Female,Organised,0,6,3.6,0.55,Security Guard
2022-04-17,Male,Unorganised,0,9,6.5,0.5,Security Guard
2018-06-11,Female,Organised,0,7,6.3,0.52,Housekeeper
2023-05-16,Female,Organised,3,7,5.3,0.62,Cook
2018-10-25,Female,Unorganised,2,9,6.6,0.8,Kitchen Helper
2022-10-23,Female,Unorganised,2,7,4.3,0.46,Housekeeping Manager
2024-07-13,Male,Unorganised,2,4,2.6,0.51,Maintenance Staff
2021-07-13,Female,Unorganised,1,1,6.2,0.61,Cook
2023-10-10,Male,Organised,0,5,3.1,0.32,Cleaner
2022-10-09,Male,Unorganised,0,5,5.8,0.38,Housekeeping Manager
2020-07-28,Female,Unorganised,4,2,5,0.72,Cook
2024-09-09,Female,Organised,1,2,5,0.5,Kitchen Helper
2020-08-30,Male,Organised,0,6,3.8,0,Cleaner
2021-11-30,Female,Organised,0,3,4.9,0.44,Cook
2024-12-15,Male,Organised,3,7,7.5,0.45,Cleaner
2018-07-30,Female,Organised,1,8,8.7,0.94,Housekeeper
2018-06-25,Male,Organised,0,10,6.8,0.33,Security Guard
2019-05-19,Male,Unorganised,2,4,5.3,0.72,Security Guard
2023-08-20,Female,Organised,1,9,7.5,0.42,Cook
2024-07-31,Female,Organised,4,1,3.1,0.11,Kitchen Helper
2018-02-01,Female,Unorganised,0,5,3.6,0.85,Housekeeping Manager
2024-02-29,Female,Organised,1,3,2.9,0.81,Janitor
2023-02-27,Male,Organised,4,2,5,0,Maintenance Staff
2022-06-24,Female,Organised,2,8,7,0.36,Housekeeper
2023-08-29,Female,Unorganised,1,10,5.3,0.5,Janitor
2024-11-12,Male,Unorganised,0,8,7.9,0.33,Cook
2023-12-20,Female,Organised,2,9,0.8,0.62,Housekeeping Manager
2024-04-17,Male,Organised,3,9,6.4,0.76,Housekeeper
2022-03-06,Female,Organised,3,6,2.9,0.47,Housekeeper
2024-07-18,Male,Unorganised,2,8,9.1,0.67,Laundry Attendant
2024-12-30,Male,Unorganised,4,1,5.8,0.42,Housekeeping Manager
2022-10-18,Male,Organised,1,5,4.3,0.15,Kitchen Helper
2022-07-01,Male,Organised,3,10,5.4,0.45,Kitchen Helper
2024-12-25,Female,Unorganised,2,6,5.4,0.34,Housekeeping Manager
2018-10-08,Male,Unorganised,0,7,6.9,0.55,Kitchen Helper
2020-11-04,Female,Organised,0,10,5.5,0.22,Laundry Attendant
2019-12-08,Male,Unorganised,3,4,6.1,0.44,Cook
2018-10-07,Male,Unorganised,2,6,6.8,0.55,Kitchen Helper
2019-08-26,Male,Unorganised,3,6,2,0.55,Housekeeper
2019-04-07,Female,Unorganised,2,2,1.8,0.16,Housekeeper
2024-11-08,Male,Unorganised,1,8,7.6,0.42,Cook
2022-04-29,Female,Unorganised,4,3,5.8,0.22,Laundry Attendant
2024-05-17,Male,Unorganised,3,1,4.3,0,Housekeeping Manager
2022-12-09,Female,Unorganised,2,9,9.1,0.5,Janitor
2018-10-30,Female,Organised,2,2,7,0.28,Janitor
2021-02-11,Female,Organised,4,3,2.9,0.31,Maintenance Staff
2018-09-23,Male,Organised,3,5,7.6,0.45,Kitchen Helper
2018-12-23,Female,Unorganised,3,7,4.1,0.94,Laundry Attendant
2021-11-20,Male,Unorganised,2,3,3.9,0.67,Housekeeper
2024-11-20,Female,Organised,4,1,4,0.6,Housekeeper
2018-03-14,Male,Organised,2,6,6.5,0.48,Housekeeper
2023-01-20,Male,Organised,0,10,4,0.04,Housekeeper
2019-06-24,Male,Organised,0,2,3.1,0.35,Housekeeper
2019-01-23,Male,Unorganised,0,8,7.7,0.57,Housekeeping Manager
2023-01-02,Male,Unorganised,3,3,7.5,0.79,Security Guard
2024-11-10,Male,Unorganised,1,2,2.9,0.45,Housekeeping Manager
2018-03-06,Female,Unorganised,0,6,4.1,0.19,Kitchen Helper
2020-01-10,Male,Organised,1,8,7.9,0.68,Cleaner
2024-10-24,Female,Unorganised,3,1,6.5,0.52,Cleaner
2021-06-29,Male,Organised,0,1,5.5,0.39,Cook
2022-08-18,Male,Organised,1,10,3.6,0.68,Laundry Attendant
2021-06-07,Male,Organised,4,9,1.8,0.51,Housekeeper
2019-10-08,Male,Organised,1,6,8.2,0.48,Security Guard
2019-04-16,Female,Unorganised,4,10,6.3,0.48,Janitor
2022-10-17,Male,Organised,4,8,6.1,0.71,Janitor
2022-03-22,Male,Organised,4,1,0,0.94,Security Guard
2023-12-25,Male,Organised,2,2,9.2,0.31,Cook
2023-06-23,Male,Unorganised,4,5,6.1,0.41,Security Guard
2018-03-08,Male,Organised,1,4,6.8,0.6,Housekeeper
2018-11-18,Female,Organised,3,5,4,0.41,Janitor
2021-11-02,Female,Organised,0,3,7.9,0.2,Cleaner
2024-03-08,Male,Organised,1,10,3.1,0.48,Cleaner
2023-08-24,Female,Organised,3,7,0,0.56,Security Guard
2022-12-31,Male,Unorganised,1,9,6.7,0.18,Laundry Attendant
2019-10-03,Female,Organised,0,1,7.3,0.31,Housekeeper
2021-11-22,Male,Organised,0,6,4.7,0.41,Kitchen Helper
2021-07-01,Male,Unorganised,4,8,6.6,0.35,Kitchen Helper
2018-01-17,Male,Unorganised,4,9,8.2,0.39,Housekeeper
2024-09-16,Male,Organised,4,5,7.4,0.61,Cook
2023-03-24,Female,Organised,2,4,4.3,0.28,Cleaner
2018-09-24,Male,Organised,3,8,1.8,0.48,Housekeeper
2023-12-21,Female,Unorganised,3,2,5.5,0.53,Laundry Attendant
2019-06-16,Female,Organised,0,6,7.6,0.66,Laundry Attendant
2022-09-02,Female,Organised,2,10,8.7,0.81,Housekeeping Manager
2023-10-24,Female,Unorganised,0,7,3.9,0.55,Housekeeping Manager
2020-06-02,Female,Unorganised,1,10,4,0.45,Laundry Attendant
2022-07-18,Female,Unorganised,2,10,10,0.15,Cook
2021-08-05,Male,Unorganised,3,2,5.7,0.26,Cleaner
2018-01-19,Female,Organised,1,4,6.6,0.68,Security Guard
2022-09-30,Male,Unorganised,2,6,9.1,0.04,Cook
2021-04-22,Male,Organised,1,8,4.1,0.51,Housekeeper
2023-03-17,Female,Unorganised,0,2,1.8,0.27,Cook
2023-06-29,Female,Unorganised,1,8,5.9,0.35,Kitchen Helper
2021-01-20,Male,Unorganised,0,2,4,0.43,Cook
2020-01-30,Female,Organised,2,5,3,0.72,Cleaner
2020-08-15,Female,Unorganised,1,3,6.4,0.15,Kitchen Helper
2018-08-12,Male,Unorganised,2,4,6.6,0.91,Laundry Attendant
2023-02-01,Male,Organised,3,4,9.2,0.38,Janitor
2020-11-20,Male,Unorganised,3,5,8.7,0.46,Housekeeping Manager
2022-01-04,Female,Organised,3,5,3.8,0.15,Housekeeping Manager
2023-10-21,Male,Organised,1,9,9.2,0.4,Maintenance Staff
2020-10-16,Male,Unorganised,4,8,3.1,0.27,Cook
2023-04-06,Female,Organised,1,10,6.4,0.28,Laundry Attendant
2019-10-21,Male,Unorganised,2,2,2.9,0.18,Kitchen Helper
2018-06-29,Male,Organised,4,8,2,0.34,Maintenance Staff
2020-07-21,Male,Organised,4,9,7.3,0.19,Housekeeper
2020-05-02,Male,Unorganised,2,6,8.3,0.19,Laundry Attendant
2018-05-01,Male,Unorganised,1,6,6.4,0.47,Laundry Attendant
2019-05-23,Female,Unorganised,2,8,2.6,0.67,Housekeeping Manager
2018-08-26,Female,Organised,2,7,8.7,0.28,Kitchen Helper
2024-04-06,Male,Organised,3,2,6.3,0.66,Housekeeping Manager
2023-10-02,Female,Organised,0,6,6.4,0,Maintenance Staff
2023-09-10,Female,Unorganised,3,1,3.6,0.91,Laundry Attendant
2021-05-29,Male,Organised,1,6,4.9,0.04,Cook
2019-07-26,Female,Organised,0,4,5.9,0.18,Janitor
2020-07-20,Male,Unorganised,1,2,6,0.57,Cleaner
2020-03-09,Male,Unorganised,0,6,3.1,0.94,Laundry Attendant
2021-03-10,Female,Organised,2,10,4.1,0.65,Security Guard
2022-03-31,Male,Unorganised,3,5,5.7,0.27,Security Guard
2021-09-02,Male,Unorganised,1,4,2,0.49,Kitchen Helper
2019-01-22,Male,Unorganised,4,3,1.8,0.11,Cook
2019-03-17,Male,Organised,3,4,6.2,0,Janitor
2022-08-08,Female,Unorganised,0,6,6.9,0.6,Janitor
2021-12-21,Female,Unorganised,4,7,5.3,0,Cleaner
2021-01-27,Male,Unorganised,3,3,5.1,0.52,Housekeeper
2018-08-08,Male,Organised,2,5,2.6,0.94,Cleaner
2018-03-09,Female,Organised,0,7,2.9,0.45,Housekeeper
2024-05-27,Male,Organised,2,2,8,0.27,Security Guard
2021-07-01,Female,Organised,2,10,1.8,0.72,Cleaner
2020-05-07,Male,Unorganised,1,1,0,0.15,Maintenance Staff
2018-02-12,Female,Organised,0,1,5,0.55,Housekeeping Manager
